"","player","pos","age","tm","g","start_year","end_year","gs","mp","fg","fga","fg_pct","three_p","three_pa","three_p_pct","two_p","two_pa","two_p_pct","efg_pct","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","per","ts_pct","three_par","ftr","orb_pct","drb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ows","dws","ws","ws_pct48","obpm","dbpm","bpm","vorp","Player Salary 2021"
"316","Precious Achiuwa","PF",21,"MIA",61,2020,2021,4,12.1,2,3.7,0.544,0,0,0,2,3.7,0.546,0.544,0.9,1.8,0.509,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,5,14.2,0.55,0.004,0.482,11.5,20.6,16.1,6.1,1.3,4,13.5,19.5,0.3,1,1.3,0.085,-3.6,-0.5,-4.1,-0.4,"$2,711,280"
"317","R.J. Hampton","SG-PG",19,"TOT",51,2020,2021,1,17.4,2.7,6.1,0.435,0.5,1.7,0.31,2.1,4.4,0.482,0.478,1.1,1.6,0.671,0.6,2.9,3.5,1.7,0.4,0.2,1,1.2,6.9,11.1,0.507,0.278,0.262,3.4,18.4,10.7,15.2,1.2,1,13.2,19.6,-0.3,0.7,0.4,0.021,-2.6,-1.2,-3.8,-0.4,"$2,303,040"
"318","Rajon Rondo","PG",34,"TOT",45,2020,2021,3,17.1,2.1,4.8,0.442,0.8,2,0.404,1.3,2.8,0.468,0.526,0.4,0.4,0.941,0.4,2,2.4,4.4,0.8,0.1,1.8,1.2,5.4,13.2,0.544,0.414,0.079,2.7,12.9,7.9,35.3,2.4,0.5,26.2,17.2,0.5,0.8,1.3,0.081,-0.5,0.3,-0.2,0.4,"$2,641,691"
"319","Raul Neto","PG",28,"WAS",64,2020,2021,22,21.9,3.3,7,0.468,1,2.6,0.39,2.3,4.4,0.512,0.539,1.2,1.3,0.882,0.4,2,2.4,2.3,1.1,0.1,0.8,1.7,8.7,13,0.575,0.367,0.19,2.1,9.6,5.9,14,2.4,0.4,9.9,15.8,1.5,1.3,2.8,0.097,-1.4,0.9,-0.6,0.5,"$2,089,448"
"320","Reggie Bullock","SF",29,"NYK",65,2020,2021,64,30,3.8,8.6,0.442,2.5,6.1,0.41,1.3,2.5,0.521,0.587,0.8,0.8,0.909,0.2,3.2,3.4,1.5,0.8,0.2,0.7,2.2,10.9,11.1,0.606,0.709,0.098,0.9,11.4,6.2,7.4,1.3,0.5,7.1,14.4,2.3,2.3,4.6,0.114,-0.9,0.8,-0.1,0.9,"$9,536,000"
"321","Reggie Jackson","SG",30,"LAC",67,2020,2021,43,23,3.9,8.7,0.45,1.8,4.2,0.433,2.1,4.5,0.465,0.554,1,1.2,0.817,0.4,2.5,2.9,3.1,0.6,0.1,1.1,1.9,10.7,14.2,0.576,0.482,0.14,1.8,11.9,7,19,1.3,0.4,10.6,19.9,2.3,1.4,3.7,0.115,0.6,-0.2,0.4,0.9,"$10,384,500"
"322","Richaun Holmes","C",27,"SAC",61,2020,2021,61,29.2,6,9.4,0.637,0,0.2,0.182,6,9.2,0.645,0.638,2.2,2.8,0.794,2.4,5.9,8.3,1.7,0.6,1.6,1.2,3.5,14.2,20.2,0.669,0.019,0.296,8.8,22.7,15.7,8.3,1.1,4.6,10.3,17.5,4.7,1.4,6.1,0.165,0.6,0,0.6,1.2,"$10,384,500"
"323","Ricky Rubio","PG",30,"MIN",68,2020,2021,51,26.1,2.8,7.3,0.388,1,3.1,0.308,1.9,4.2,0.447,0.454,1.9,2.2,0.867,0.4,2.9,3.3,6.4,1.4,0.1,1.6,2,8.6,13.5,0.516,0.43,0.301,1.6,12.4,6.8,33.3,2.6,0.2,16.4,16,1.9,1.3,3.1,0.085,-1.9,0,-1.9,0,"$17,809,524"
"324","RJ Barrett","SG",20,"NYK",72,2020,2021,72,34.9,6.5,14.7,0.441,1.7,4.3,0.401,4.8,10.4,0.457,0.499,2.9,3.8,0.746,0.9,4.8,5.8,3,0.7,0.3,1.9,2.6,17.6,13.4,0.535,0.292,0.26,3,14.8,8.9,13.8,1.1,0.8,10.5,23.4,0.9,3.1,4.1,0.078,-0.9,-0.3,-1.2,0.5,"$8,623,920"
"325","Robert Covington","PF",30,"POR",70,2020,2021,70,32,2.9,7.3,0.401,1.9,5.1,0.379,1,2.2,0.451,0.533,0.7,0.9,0.806,0.9,5.8,6.7,1.7,1.4,1.2,0.9,2.8,8.5,11.2,0.553,0.699,0.122,2.8,19.8,11.1,6.8,2.2,3.4,10.7,11.5,1.4,2.4,3.7,0.08,-1.3,1.5,0.2,1.2,"$12,975,471"
"326","Robert Williams","C",23,"BOS",52,2020,2021,13,18.9,3.6,5,0.721,0,0,0,3.6,4.9,0.727,0.721,0.9,1.4,0.616,2.6,4.3,6.9,1.8,0.8,1.8,1,2,8,25.7,0.719,0.008,0.283,14.9,25.6,20.2,14.2,2.1,8.6,15.2,15,3.4,1.9,5.3,0.258,2.9,3.1,6,2,"$3,661,976"
"327","Robert Woodard II","SF",21,"SAC",13,2020,2021,0,3.5,0.6,1.5,0.4,0.1,0.5,0.167,0.5,1.1,0.5,0.425,0.2,0.6,0.375,0.3,0.9,1.2,0.2,0,0.2,0.1,0.3,1.5,12.5,0.425,0.3,0.4,9.7,30,19.7,6.3,0,5.6,4.1,23.4,0,0,0,-0.011,-2.7,-2.6,-5.3,0,"$1,517,981"
"328","Robin Lopez","C",32,"WAS",71,2020,2021,9,19.1,3.8,6,0.633,0.1,0.3,0.278,3.7,5.7,0.649,0.639,1.4,1.9,0.723,2,1.8,3.8,0.8,0.2,0.6,1.1,1.5,9,16.7,0.661,0.042,0.322,11.1,10.2,10.6,5.9,0.5,2.7,13.4,17.1,2.8,0.9,3.7,0.131,0.2,-1.2,-1,0.4,"$5,000,000"
"329","Rodney Hood","SF",28,"TOT",55,2020,2021,5,17.1,1.7,4.7,0.362,0.6,2.1,0.301,1.1,2.7,0.408,0.427,0.4,0.5,0.857,0.4,1.5,1.9,1,0.4,0.1,0.7,1.3,4.5,5.6,0.452,0.435,0.108,2.6,9.4,5.9,7.5,1.2,0.7,11.7,14.1,-0.7,0.3,-0.4,-0.019,-4.9,-1.4,-6.4,-1,"$2,239,544"
"330","Rodney McGruder","SG",29,"DET",16,2020,2021,2,12.1,2.3,4.4,0.529,0.7,1.5,0.458,1.6,2.9,0.565,0.607,0.4,0.5,0.75,0.5,0.9,1.4,1,0.5,0.1,0.4,0.8,5.7,16.1,0.619,0.343,0.114,4.5,8.1,6.3,13.6,2,0.4,8.7,18.1,0.3,0.2,0.5,0.121,0.7,0,0.7,0.1,"$1,939,350"
"331","Romeo Langford","SG",21,"BOS",18,2020,2021,4,15.7,1.2,3.3,0.356,0.3,1,0.278,0.9,2.3,0.39,0.398,0.5,0.7,0.75,0.7,1.3,1.9,0.7,0.3,0.3,0.6,1.3,3.1,5.1,0.436,0.305,0.203,4.7,9.1,6.9,5.9,1,1.7,13.5,11.3,-0.2,0.2,0,0.003,-4.9,0.2,-4.6,-0.2,"$3,804,360"
"332","Royce O'Neale","SF",27,"UTA",71,2020,2021,71,31.6,2.5,5.5,0.444,1.5,3.9,0.385,1,1.6,0.586,0.58,0.5,0.6,0.848,1.2,5.6,6.8,2.5,0.8,0.5,1.2,2.6,7,9.9,0.599,0.706,0.117,4.4,18,11.5,10.4,1.2,1.2,16.7,9.6,2.3,3.3,5.6,0.121,-1.2,2.1,1,1.7,"$8,678,571"
"333","Rudy Gay","PF",34,"SAS",63,2020,2021,1,21.6,4.2,10,0.42,1.7,4.4,0.381,2.5,5.6,0.451,0.505,1.3,1.6,0.804,0.7,4.1,4.8,1.4,0.7,0.6,1,1.8,11.4,14.7,0.532,0.443,0.162,3.2,20.9,11.9,9.7,1.6,2.5,8.8,23.6,0,1.7,1.7,0.059,-0.1,0,-0.1,0.6,"$5,890,000"
"334","Rudy Gobert","C",28,"UTA",71,2020,2021,71,30.8,5.5,8.2,0.675,0,0.1,0,5.5,8.1,0.68,0.675,3.3,5.3,0.623,3.4,10.1,13.5,1.3,0.6,2.7,1.7,2.3,14.3,23.5,0.683,0.007,0.646,12.2,33.5,23.3,6,0.9,7,13.7,17,6.1,5.2,11.3,0.248,2.1,2.8,4.9,3.8,"$35,344,828"
"335","Rui Hachimura","PF",22,"WAS",57,2020,2021,57,31.5,5.4,11.4,0.478,0.8,2.4,0.328,4.6,9,0.519,0.513,2.2,2.8,0.77,0.9,4.6,5.5,1.4,0.8,0.1,1.2,2.1,13.8,11.4,0.549,0.211,0.248,2.9,15.5,9.2,6.3,1.1,0.3,8.6,18.1,0.7,1.4,2.1,0.056,-2.2,-1,-3.1,-0.5,"$4,916,160"
"336","Russell Westbrook","PG",32,"WAS",65,2020,2021,65,36.4,8.4,19,0.439,1.3,4.2,0.315,7,14.8,0.475,0.474,4.2,6.4,0.656,1.7,9.9,11.5,11.7,1.4,0.4,4.8,2.9,22.2,19.5,0.509,0.221,0.334,4.9,28.6,16.8,48.6,1.7,0.8,18,30.2,0.5,3.2,3.7,0.075,2.6,1.1,3.7,3.4,"$44,211,146"
"337","Ryan Arcidiacono","PG",26,"CHI",44,2020,2021,0,10.2,1.1,2.7,0.419,0.6,1.5,0.373,0.5,1.1,0.48,0.526,0.3,0.5,0.65,0.1,1.4,1.5,1.3,0.2,0,0.2,1.1,3.1,9.8,0.541,0.573,0.171,1.2,15.1,8.3,16.3,1,0,7.4,13.1,0.5,0.4,0.9,0.093,-2.6,0.3,-2.3,0,"$586,136"
"338","Saben Lee","PG",21,"DET",48,2020,2021,7,16.3,2.1,4.4,0.471,0.2,0.5,0.348,1.9,3.9,0.487,0.49,1.3,1.9,0.685,0.4,1.6,2,3.6,0.7,0.3,1.1,1.6,5.6,13.8,0.536,0.11,0.424,2.8,11.1,6.9,33.2,2,1.5,18.1,17,0.7,0.8,1.5,0.091,-2.1,0.2,-2,0,"$1,489,065"
"339","Saddiq Bey","SF",21,"DET",70,2020,2021,53,27.3,4,9.9,0.404,2.5,6.6,0.38,1.5,3.3,0.45,0.53,1.8,2.1,0.844,0.6,3.9,4.5,1.4,0.7,0.2,0.9,1.6,12.2,12.6,0.567,0.666,0.213,2.5,16.2,9.3,7.6,1.3,0.6,7.4,18.7,1.6,1.7,3.3,0.082,0.3,-0.8,-0.5,0.7,"$2,824,320"
"340","Sam Merrill","SG",24,"MIL",30,2020,2021,2,7.8,1.1,2.4,0.444,0.7,1.6,0.447,0.4,0.8,0.44,0.59,0.1,0.1,1,0.2,0.8,1,0.7,0.3,0,0.3,0.6,3,11.9,0.603,0.653,0.056,2.8,10.4,6.8,11.4,1.6,0.4,11.9,15,0.3,0.2,0.5,0.102,-0.7,-0.3,-1,0.1,"$663,024"
"341","Semi Ojeleye","PF",26,"BOS",56,2020,2021,15,17,1.6,3.9,0.403,1,2.8,0.367,0.6,1.1,0.492,0.534,0.4,0.6,0.75,0.6,2.1,2.6,0.7,0.3,0,0.4,1,4.6,8.3,0.553,0.715,0.145,3.6,13.7,8.6,5.1,0.9,0,8.2,11.6,0.7,0.6,1.2,0.063,-1.7,-0.7,-2.4,-0.1,"$1,789,256"
"342","Serge Ibaka","C",31,"LAC",41,2020,2021,39,23.3,4.5,8.9,0.51,1,2.8,0.339,3.6,6.1,0.588,0.563,1,1.3,0.811,1.8,4.9,6.7,1.8,0.2,1.1,1.1,1.9,11.1,18.2,0.585,0.315,0.145,8.9,23.1,16.2,11.5,0.5,4.4,10.2,20.1,1.7,1.3,3,0.15,1.2,0.2,1.4,0.8,"$9,742,000"
"343","Seth Curry","SG",30,"PHI",57,2020,2021,57,28.7,4.5,9.7,0.467,2.2,4.9,0.45,2.3,4.8,0.485,0.582,1.2,1.4,0.896,0.2,2.2,2.4,2.7,0.8,0.1,1.1,1.7,12.5,12.9,0.607,0.507,0.139,0.7,8.3,4.6,13.6,1.3,0.4,10,17.1,2.3,1.7,4,0.118,0.1,-0.4,-0.3,0.7,"$8,186,047"
"344","Shai Gilgeous-Alexander","SG",22,"OKC",35,2020,2021,35,33.7,8.2,16.1,0.508,2,4.9,0.418,6.2,11.3,0.547,0.571,5.3,6.5,0.808,0.5,4.2,4.7,5.9,0.8,0.7,3,2,23.7,21.6,0.623,0.301,0.405,1.7,13.1,7.3,31.2,1.1,1.7,13.7,27.8,2.7,0.8,3.5,0.143,3.9,0.2,4.1,1.8,"$5,495,532"
"345","Shake Milton","SG",24,"PHI",63,2020,2021,4,23.2,4.8,10.6,0.45,1.1,3.2,0.35,3.6,7.4,0.494,0.503,2.3,2.8,0.83,0.5,1.8,2.3,3.1,0.6,0.3,1.6,2.1,13,14.6,0.549,0.304,0.264,2.5,8.5,5.6,20.3,1.3,1.1,12.2,24.9,1.1,1.6,2.8,0.091,-0.7,-1,-1.6,0.1,"$1,846,738"
"346","Solomon Hill","PF",29,"ATL",71,2020,2021,16,21.3,1.5,4.2,0.359,1,3,0.321,0.5,1.2,0.453,0.473,0.5,0.6,0.761,0.6,2.4,3,1.1,0.7,0.2,0.6,1.6,4.5,6.7,0.498,0.711,0.154,3.1,12.2,7.7,6.4,1.6,0.6,11.7,10.4,0.1,1.2,1.3,0.04,-3,0.5,-2.5,-0.2,"$2,389,641"
"347","Spencer Dinwiddie","SG",27,"BRK",3,2020,2021,3,21.3,2,5.3,0.375,0.7,2.3,0.286,1.3,3,0.444,0.438,2,2,1,0,4.3,4.3,3,0.7,0.3,1.7,1.3,6.7,10.1,0.536,0.438,0.375,0,21.3,11.2,17.6,1.5,1.4,21.2,16.1,0,0.1,0.1,0.045,-2.4,2.6,0.2,0,"$17,142,857"
"348","Stanley Johnson","PF",24,"TOR",61,2020,2021,13,16.5,1.5,3.8,0.382,0.7,2.2,0.328,0.7,1.6,0.458,0.479,0.7,0.9,0.8,0.5,2,2.5,1.5,0.9,0.3,0.9,1.9,4.4,8.8,0.519,0.588,0.236,3.1,14.1,8.4,12,2.5,1.8,17.4,13.4,-0.1,1.1,1,0.048,-3.8,1.2,-2.5,-0.1,"$888,616"
"349","Stephen Curry","PG",32,"GSW",63,2020,2021,63,34.2,10.4,21.7,0.482,5.3,12.7,0.421,5.1,9,0.569,0.605,5.7,6.3,0.916,0.5,5,5.5,5.8,1.2,0.1,3.4,1.9,32,26.3,0.655,0.587,0.289,1.5,15.4,8.5,30.5,1.7,0.3,12.2,34.8,6.5,2.5,9,0.201,8.3,0.4,8.7,5.8,"$45,780,966"
"350","Sterling Brown","SG",25,"HOU",51,2020,2021,14,24.1,2.9,6.6,0.448,1.8,4.2,0.423,1.2,2.4,0.492,0.584,0.5,0.6,0.806,0.7,3.6,4.4,1.4,0.7,0.2,0.8,1.9,8.2,11.1,0.597,0.642,0.093,3.2,16.8,9.7,8.4,1.5,0.9,10.5,13.5,1,0.8,1.8,0.071,-1.6,0,-1.6,0.1,"$3,000,000"
"351","Steven Adams","C",27,"NOP",58,2020,2021,58,27.7,3.3,5.3,0.614,0,0.1,0,3.3,5.3,0.62,0.614,1,2.3,0.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9,7.6,15.1,0.596,0.01,0.438,14.4,20.4,17.4,9.1,1.6,2.2,17.5,11.7,2.3,1.7,4,0.119,-0.4,0.1,-0.3,0.7,"$17,073,171"
"352","Svi Mykhailiuk","SF-SG",23,"TOT",66,2020,2021,14,20.1,3.2,7.7,0.411,1.6,4.8,0.334,1.6,2.9,0.536,0.515,0.6,0.8,0.76,0.4,2.1,2.5,1.7,0.8,0.2,1.3,1,8.5,10.4,0.529,0.621,0.099,1.9,11.4,6.6,12.9,1.9,0.8,14.3,20,-0.8,1.1,0.3,0.01,-1.9,-0.7,-2.6,-0.2,"$1,729,217"
"353","T.J. McConnell","PG",28,"IND",69,2020,2021,3,26,4,7.1,0.559,0.2,0.7,0.313,3.8,6.4,0.586,0.574,0.5,0.7,0.688,0.8,2.9,3.7,6.6,1.9,0.3,2,1.6,8.6,16.9,0.583,0.098,0.098,3.3,12.1,7.7,34.3,3.4,1,20.9,15.3,2.6,2.2,4.8,0.128,-0.2,1.7,1.4,1.5,"$7,500,000"
"354","T.J. Warren","SF",27,"IND",4,2020,2021,4,29.3,6.8,12.8,0.529,0,1.8,0,6.8,11,0.614,0.529,2,2.5,0.8,0.5,3,3.5,1.3,0.5,0,1,4,15.5,11.6,0.56,0.137,0.196,1.9,11.1,6.5,6.5,0.8,0,6.7,21.6,0.1,0.1,0.1,0.045,-3.6,-1.9,-5.5,-0.1,"$12,690,000"
"355","Taj Gibson","C",35,"NYK",45,2020,2021,3,20.8,2.2,3.5,0.627,0.1,0.3,0.2,2.1,3.2,0.671,0.636,0.9,1.2,0.727,2.2,3.4,5.6,0.8,0.7,1.1,0.5,2.2,5.4,16,0.661,0.095,0.348,11.6,17.3,14.5,5.4,1.7,5,10.8,9.7,2.1,1.7,3.8,0.195,-0.7,2.1,1.3,0.8,"$4,910,000"
"356","Talen Horton-Tucker","SG",20,"LAL",65,2020,2021,4,20.1,3.4,7.5,0.458,0.6,2,0.282,2.9,5.5,0.522,0.496,1.5,2,0.775,0.4,2.2,2.6,2.8,1,0.3,1.6,2,9,12.9,0.536,0.268,0.264,2.2,12.3,7.3,20.8,2.4,1.4,16.1,21.7,-0.1,2.2,2.1,0.078,-2.6,1.5,-1.2,0.3,"$9,500,000"
"357","Taurean Prince","PF",26,"TOT",41,2020,2021,10,22.1,3.2,8,0.401,1.5,3.8,0.4,1.7,4.2,0.401,0.495,1.6,1.9,0.855,0.5,3,3.5,1.9,0.7,0.6,1.1,1.8,9.5,12.1,0.54,0.474,0.232,2.3,15.3,8.8,12.8,1.5,2.3,11.5,19.6,0.2,0.8,1,0.052,-1.2,-0.6,-1.8,0,"$15,057,692"
"358","Terance Mann","SG",24,"LAC",67,2020,2021,10,18.9,2.7,5.2,0.509,0.6,1.4,0.418,2.1,3.9,0.541,0.563,1.2,1.4,0.83,0.8,2.8,3.6,1.6,0.4,0.2,0.6,1.9,7,13.8,0.603,0.26,0.269,5.1,16.1,10.8,11.3,1.1,0.9,9.3,15.1,2.4,1.3,3.7,0.141,-0.5,0.3,-0.2,0.6,"$1,782,621"
"359","Terence Davis","SG",23,"TOT",61,2020,2021,4,17.6,3.2,7.5,0.428,1.6,4.4,0.367,1.6,3.1,0.513,0.535,0.7,0.9,0.818,0.3,2.2,2.5,1.4,0.7,0.2,1,1.6,8.7,12.7,0.555,0.586,0.121,2,14.1,7.9,11.4,2,1.2,11.6,21.8,0.1,0.8,0.8,0.038,-0.9,-0.9,-1.7,0.1,"$4,000,000"
"360","Terrence Ross","SG",29,"ORL",46,2020,2021,2,29.3,5.5,13.4,0.412,1.9,5.7,0.337,3.6,7.7,0.469,0.485,2.6,3,0.87,0.3,3.1,3.4,2.3,1,0.5,1.6,1.9,15.6,13.2,0.53,0.429,0.224,1.1,11.4,6.1,13.2,1.7,1.4,9.9,24.1,-0.1,1,0.9,0.03,-1.4,-0.8,-2.3,-0.1,"$12,500,000"
"361","Terry Rozier","SG",26,"CHO",69,2020,2021,69,34.5,7.4,16.4,0.45,3.2,8.3,0.389,4.2,8.2,0.512,0.548,2.4,2.9,0.817,0.7,3.7,4.4,4.2,1.3,0.4,1.9,1.7,20.4,17.1,0.575,0.504,0.178,2.1,11.8,6.9,20,1.8,1.1,9.5,24.4,3.3,2,5.2,0.105,2.2,-0.5,1.6,2.2,"$17,905,263"
"362","Thaddeus Young","PF",32,"CHI",68,2020,2021,23,24.3,5.4,9.7,0.559,0.2,0.7,0.267,5.3,9.1,0.58,0.568,1,1.7,0.628,2.5,3.8,6.2,4.3,1.1,0.6,2,2.2,12.1,20.3,0.578,0.068,0.171,11.4,16.9,14.2,27.1,2.2,2.1,16.1,22.3,2.8,2.2,5.1,0.147,1.9,1.4,3.3,2.2,"$14,190,000"
"363","Thanasis Antetokounmpo","SF",28,"MIL",57,2020,2021,3,9.7,1.2,2.4,0.489,0.1,0.5,0.241,1.1,1.9,0.556,0.515,0.4,0.9,0.51,0.9,1.2,2.2,0.8,0.4,0.2,0.8,1.3,2.9,10.3,0.523,0.212,0.358,10.7,12.9,11.8,10.3,1.9,1.6,21.3,15.3,0,0.6,0.7,0.057,-3.7,0.2,-3.5,-0.2,"$1,729,217"
"364","Théo Maledon","PG",19,"OKC",65,2020,2021,49,27.4,3.5,9.4,0.368,1.6,4.8,0.335,1.9,4.6,0.402,0.454,1.6,2.1,0.748,0.4,2.9,3.2,3.5,0.9,0.2,2.2,1.9,10.1,8.2,0.489,0.51,0.22,1.4,11,6.2,18.8,1.5,0.5,17.3,19.4,-1.9,1.1,-0.8,-0.021,-4,-1,-5,-1.3,"$2,000,000"
"365","Thomas Bryant","C",23,"WAS",10,2020,2021,10,27.1,5.9,9.1,0.648,0.9,2.1,0.429,5,7,0.714,0.698,1.6,2.4,0.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,3.1,14.3,18.7,0.704,0.231,0.264,7.1,16.8,11.9,8.2,0.7,2.5,9.8,17.2,0.7,0.2,1,0.171,1.4,-0.6,0.9,0.2,"$8,730,159"
"366","Tim Frazier","PG",30,"MEM",5,2020,2021,0,12.4,0.6,4,0.15,0,1.6,0,0.6,2.4,0.25,0.15,0.4,1.2,0.333,0,1.6,1.6,3.2,0.4,0.2,0.8,1.4,1.6,-0.5,0.177,0.4,0.3,0,13.8,6.8,30.8,1.5,1.5,15,18.1,-0.3,0.1,-0.2,-0.169,-10.7,-1.2,-11.9,-0.2,"$128,709"
"367","Tim Hardaway Jr.","SG",28,"DAL",70,2020,2021,31,28.4,5.8,13,0.447,3,7.6,0.391,2.9,5.5,0.524,0.56,2,2.5,0.816,0.3,3,3.3,1.8,0.4,0.2,0.9,1.6,16.6,15.7,0.589,0.581,0.191,1.1,11.5,6.4,9.8,0.8,0.5,6.1,23.4,3.2,1.2,4.3,0.105,2,-1.7,0.4,1.2,"$21,306,816"
"368","Timothé Luwawu-Cabarrot","SF",25,"BRK",58,2020,2021,7,18.1,2.2,6.1,0.365,1.3,4.1,0.314,0.9,2,0.47,0.471,0.6,0.7,0.814,0.5,1.7,2.2,1.2,0.6,0.1,0.7,1.7,6.4,7.8,0.493,0.671,0.121,3.1,10.1,6.8,8.6,1.5,0.5,10.3,17.4,-0.3,0.7,0.3,0.015,-3.2,-1.2,-4.4,-0.6,"$1,939,350"
"369","Tobias Harris","PF",28,"PHI",62,2020,2021,62,32.5,7.6,14.9,0.512,1.3,3.4,0.394,6.3,11.5,0.546,0.556,2.9,3.3,0.892,1,5.8,6.8,3.5,0.9,0.8,1.7,1.9,19.5,20,0.597,0.225,0.221,3.5,19.2,11.4,17.6,1.3,2.3,9.5,23.9,4.1,3.1,7.1,0.17,2.9,0.8,3.7,2.9,"$36,000,000"
"370","Tomáš Satoranský","SG",29,"CHI",58,2020,2021,18,22.5,2.9,5.7,0.514,0.7,2,0.356,2.2,3.6,0.602,0.578,1.2,1.4,0.848,0.5,1.9,2.4,4.7,0.7,0.2,1.7,1.5,7.7,13.8,0.614,0.359,0.24,2.6,9.4,6,27.9,1.5,0.9,20.9,15.2,1.9,1.1,3.1,0.113,-0.6,0.1,-0.5,0.5,"$10,468,119"
"371","Tony Bradley","C",23,"TOT",42,2020,2021,8,16.3,3.1,4.7,0.665,0,0.1,0,3.1,4.6,0.675,0.665,0.9,1.3,0.691,2,3.7,5.7,0.9,0.4,0.7,0.8,1.5,7.1,20.7,0.678,0.015,0.279,13.3,24,18.6,8.5,1,3.9,13,15.8,1.8,1,2.7,0.192,1.2,0.1,1.3,0.6,"$1,789,256"
"372","Tony Snell","SG",29,"ATL",47,2020,2021,23,21.1,1.9,3.6,0.515,1.3,2.3,0.569,0.6,1.3,0.419,0.696,0.2,0.2,1,0.4,2,2.4,1.3,0.3,0.2,0.4,1.6,5.3,9.5,0.708,0.637,0.064,2,10.2,6.2,7.9,0.6,1,10.7,8.6,1.6,0.5,2,0.099,-0.4,-0.1,-0.5,0.4,"$2,389,641"
"373","Torrey Craig","SF",30,"TOT",50,2020,2021,8,16.1,2.2,4.5,0.48,0.8,2.1,0.368,1.4,2.4,0.579,0.566,0.3,0.4,0.773,1.1,2.8,3.9,1,0.6,0.5,0.5,1.7,5.5,14.2,0.579,0.467,0.097,8.1,19.1,13.7,7.9,1.7,2.9,9.6,14.3,1.1,1.1,2.2,0.133,-0.3,0.7,0.4,0.5,"$4,878,049"
"374","Trae Young","PG",22,"ATL",63,2020,2021,63,33.7,7.7,17.7,0.438,2.2,6.3,0.343,5.6,11.3,0.491,0.499,7.7,8.7,0.886,0.6,3.3,3.9,9.4,0.8,0.2,4.1,1.8,25.3,23,0.589,0.357,0.491,2,10.5,6.3,45.5,1.2,0.5,16.2,33,5.9,1.3,7.2,0.163,5.3,-1.7,3.7,3,"$8,326,471"
"375","Tre Jones","PG",21,"SAS",37,2020,2021,1,7.3,1,2.1,0.474,0.1,0.1,0.6,0.9,2,0.466,0.494,0.5,0.5,0.895,0.2,0.4,0.6,1.1,0.2,0,0.4,0.4,2.5,12.1,0.544,0.064,0.244,3.1,5.2,4.2,20,1.4,0,13.1,16.1,0.2,0.1,0.4,0.066,-2.2,-1.3,-3.5,-0.1,"$1,517,981"
"376","Trevor Ariza","SF",35,"MIA",30,2020,2021,27,28,3.3,8,0.411,1.7,4.8,0.35,1.6,3.3,0.5,0.515,1.1,1.5,0.773,0.9,3.9,4.8,1.8,1,0.6,0.7,1.8,9.4,11.9,0.542,0.593,0.183,3.7,15.6,9.8,9.4,1.8,2.2,7.5,15.1,0.5,1,1.6,0.091,-1.2,0.1,-1.1,0.2,"$2,641,691"
"377","Trey Burke","PG",28,"DAL",62,2020,2021,1,14.7,2.4,5.7,0.428,0.9,2.6,0.354,1.5,3,0.492,0.51,0.8,0.9,0.895,0.2,0.7,0.9,1.3,0.6,0.1,0.5,1,6.6,12.6,0.544,0.465,0.161,1.2,5.3,3.3,12.9,1.9,0.7,8,20,0.7,0.7,1.4,0.071,-1.4,-0.4,-1.8,0,"$3,333,333"
"378","Trey Lyles","PF",25,"SAS",23,2020,2021,9,15.6,1.9,3.9,0.478,0.6,1.7,0.35,1.3,2.2,0.58,0.556,0.7,1,0.652,0.4,3.3,3.7,0.6,0.3,0,0.3,0.6,5,11.4,0.574,0.444,0.256,2.6,23.3,12.8,5.3,0.8,0.2,5.7,12.9,0.3,0.3,0.6,0.085,-1.3,-0.5,-1.8,0,"$2,500,000"
"379","Tristan Thompson","PF",29,"BOS",54,2020,2021,43,23.8,3.1,6,0.518,0,0.1,0,3.1,6,0.523,0.518,1.3,2.2,0.592,3.1,5,8.1,1.2,0.4,0.6,1.1,2.2,7.6,14.2,0.54,0.009,0.368,14.5,23.5,19,7.2,0.9,2.4,14.1,14.8,1.5,1.4,2.9,0.107,-1.5,-1,-2.5,-0.2,"$9,720,900"
"380","Troy Brown Jr.","SF",21,"TOT",34,2020,2021,0,15.4,1.8,4.2,0.431,0.6,2.1,0.314,1.2,2.2,0.541,0.507,0.4,0.6,0.714,0.6,2.5,3.1,0.9,0.3,0.2,0.6,1.4,4.7,8.5,0.525,0.486,0.146,4.2,17.4,10.8,7.2,0.9,1,12.1,14,0,0.5,0.5,0.043,-3.3,-0.6,-4,-0.3,"$5,170,564"
"381","Ty Jerome","SG",23,"OKC",33,2020,2021,1,23.9,3.9,8.7,0.446,2.2,5.1,0.423,1.7,3.6,0.479,0.57,0.8,1,0.765,0.3,2.5,2.8,3.6,0.6,0.2,1.4,1.8,10.7,13.4,0.585,0.585,0.118,1.3,10.8,6,23.7,1.2,0.7,13.5,18.8,0.9,0.4,1.3,0.079,0.1,-0.8,-0.7,0.3,"$2,412,840"
